activo,fecha,direccion,patron,puntaje,resultado,precio_entrada,precio_cierre
AUDUSD-OTC,1782065280,put,continuacion bajista simple,14,LOSS,0.697145,0.697365
AUDUSD-OTC,1782065340,call,continuacion alcista simple,14,WIN,0.697365,0.697595
AUDUSD-OTC,1782065400,call,continuacion alcista simple,14,LOSS,0.697595,0.697445
AUDUSD-OTC,1782065460,put,continuacion bajista simple,14,LOSS,0.697445,0.697515
AUDUSD-OTC,1782065520,call,continuacion alcista simple,14,LOSS,0.697515,0.697265
AUDUSD-OTC,1782065580,put,continuacion bajista simple,14,LOSS,0.697265,0.697315
AUDUSD-OTC,1782065820,put,reaccion vendedora simple,18,WIN,0.697315,0.697225
AUDUSD-OTC,1782065880,put,continuacion bajista simple,14,WIN,0.697225,0.697095
AUDUSD-OTC,1782065940,put,continuacion bajista simple,14,WIN,0.697095,0.696675
AUDUSD-OTC,1782066000,put,continuacion bajista simple,14,LOSS,0.696675,0.696865
AUDUSD-OTC,1782066060,call,continuacion alcista simple,14,WIN,0.696865,0.696935
AUDUSD-OTC,1782066120,call,continuacion alcista simple,14,WIN,0.696935,0.697295
AUDUSD-OTC,1782066180,call,continuacion alcista simple,14,WIN,0.697295,0.697625
AUDUSD-OTC,1782066240,call,continuacion alcista simple,14,WIN,0.697625,0.697675
AUDUSD-OTC,1782066420,call,continuacion alcista simple,14,LOSS,0.697825,0.697485
AUDUSD-OTC,1782066480,put,continuacion bajista simple,14,LOSS,0.697485,0.697595
AUDUSD-OTC,1782066540,call,continuacion alcista simple,14,LOSS,0.697595,0.697235
AUDUSD-OTC,1782066600,put,continuacion bajista simple,14,WIN,0.697235,0.697185
AUDUSD-OTC,1782066660,put,reaccion vendedora simple,18,LOSS,0.697185,0.697475
AUDUSD-OTC,1782066720,call,continuacion alcista simple,14,LOSS,0.697475,0.697345
AUDUSD-OTC,1782066780,put,continuacion bajista simple,14,LOSS,0.697345,0.697575
AUDUSD-OTC,1782066840,call,continuacion alcista simple,14,WIN,0.697575,0.697625
AUDUSD-OTC,1782066960,put,continuacion bajista simple,14,LOSS,0.697465,0.697805
AUDUSD-OTC,1782067020,call,continuacion alcista simple,14,WIN,0.697805,0.697875
AUDUSD-OTC,1782067080,call,continuacion alcista simple,14,WIN,0.697875,0.697895
AUDUSD-OTC,1782067200,call,continuacion alcista simple,14,WIN,0.698115,0.698135
AUDUSD-OTC,1782067320,call,continuacion alcista simple,14,WIN,0.698365,0.698445
AUDUSD-OTC,1782067380,call,continuacion alcista simple,14,LOSS,0.698445,0.698435
AUDUSD-OTC,1782067500,put,reaccion vendedora simple,18,LOSS,0.698395,0.698535
AUDUSD-OTC,1782067560,call,continuacion alcista simple,14,LOSS,0.698535,0.698415
AUDUSD-OTC,1782067620,put,reaccion vendedora simple,18,LOSS,0.698415,0.698605
AUDUSD-OTC,1782067680,call,continuacion alcista simple,14,LOSS,0.698605,0.698435
AUDUSD-OTC,1782067740,put,continuacion bajista simple,14,LOSS,0.698435,0.698745
AUDUSD-OTC,1782067800,call,continuacion alcista simple,14,WIN,0.698745,0.698755
AUDUSD-OTC,1782067860,call,reaccion compradora simple,18,LOSS,0.698755,0.698715
AUDUSD-OTC,1782067920,put,continuacion bajista simple,14,LOSS,0.698715,0.699025
AUDUSD-OTC,1782067980,call,continuacion alcista simple,14,WIN,0.699025,0.699115
AUDUSD-OTC,1782068040,call,continuacion alcista simple,14,WIN,0.699115,0.699285
AUDUSD-OTC,1782068100,call,continuacion alcista simple,14,WIN,0.699285,0.699385
AUDUSD-OTC,1782068160,call,reaccion compradora simple,18,WIN,0.699385,0.699465
AUDUSD-OTC,1782068220,call,reaccion compradora simple,18,WIN,0.699465,0.699585
AUDUSD-OTC,1782068280,call,continuacion alcista simple,14,WIN,0.699585,0.699695
AUDUSD-OTC,1782068340,call,continuacion alcista simple,14,LOSS,0.699695,0.699545
AUDUSD-OTC,1782068400,put,continuacion bajista simple,14,LOSS,0.699545,0.699545
AUDUSD-OTC,1782068520,put,continuacion bajista simple,14,WIN,0.699145,0.698905
AUDUSD-OTC,1782068580,put,continuacion bajista simple,14,LOSS,0.698905,0.699255
AUDUSD-OTC,1782068640,call,continuacion alcista simple,14,WIN,0.699255,0.699275
AUDUSD-OTC,1782068820,put,continuacion bajista simple,14,LOSS,0.698965,0.698965
AUDUSD-OTC,1782069000,call,reaccion compradora simple,18,LOSS,0.699035,0.699025
AUDUSD-OTC,1782069060,put,reaccion vendedora simple,18,WIN,0.699025,0.698835
AUDUSD-OTC,1782069120,put,continuacion bajista simple,14,WIN,0.698835,0.698815
AUDUSD-OTC,1782069300,put,continuacion bajista simple,14,LOSS,0.698685,0.698695
AUDUSD-OTC,1782069420,put,continuacion bajista simple,14,LOSS,0.698395,0.698395
AUDUSD-OTC,1782069540,put,continuacion bajista simple,14,LOSS,0.698255,0.698545
AUDUSD-OTC,1782069600,call,continuacion alcista simple,14,LOSS,0.698545,0.698405
AUDUSD-OTC,1782069660,put,continuacion bajista simple,14,WIN,0.698405,0.697915
AUDUSD-OTC,1782069720,put,continuacion bajista simple,14,LOSS,0.697915,0.698055
AUDUSD-OTC,1782069780,call,continuacion alcista simple,14,WIN,0.698055,0.698275
AUDUSD-OTC,1782069840,call,continuacion alcista simple,14,LOSS,0.698275,0.698115
AUDUSD-OTC,1782069900,put,continuacion bajista simple,14,LOSS,0.698115,0.698465
AUDUSD-OTC,1782069960,call,continuacion alcista simple,14,LOSS,0.698465,0.698275
AUDUSD-OTC,1782070020,put,continuacion bajista simple,14,WIN,0.698275,0.698135
AUDUSD-OTC,1782070080,put,continuacion bajista simple,14,WIN,0.698135,0.698015
AUDUSD-OTC,1782070140,put,continuacion bajista simple,14,WIN,0.698015,0.697825
AUDUSD-OTC,1782070200,put,continuacion bajista simple,14,WIN,0.697825,0.697645
AUDUSD-OTC,1782070260,put,continuacion bajista simple,14,WIN,0.697645,0.697585
AUDUSD-OTC,1782070320,put,reaccion vendedora simple,18,WIN,0.697585,0.697465
AUDUSD-OTC,1782070380,put,continuacion bajista simple,14,WIN,0.697465,0.697365
AUDUSD-OTC,1782070440,put,continuacion bajista simple,14,LOSS,0.697365,0.697425
AUDUSD-OTC,1782070500,call,continuacion alcista simple,14,WIN,0.697425,0.697535
AUDUSD-OTC,1782070560,call,continuacion alcista simple,14,WIN,0.697535,0.697585
AUDUSD-OTC,1782070620,call,continuacion alcista simple,14,WIN,0.697585,0.697745
AUDUSD-OTC,1782070680,call,continuacion alcista simple,14,LOSS,0.697745,0.697495
AUDUSD-OTC,1782070740,put,continuacion bajista simple,14,WIN,0.697495,0.697335
AUDUSD-OTC,1782070800,put,continuacion bajista simple,14,WIN,0.697335,0.697205
AUDUSD-OTC,1782070860,put,continuacion bajista simple,14,LOSS,0.697205,0.697555
AUDUSD-OTC,1782070920,call,continuacion alcista simple,14,WIN,0.697555,0.697625
AUDUSD-OTC,1782070980,call,continuacion alcista simple,14,WIN,0.697625,0.697755
AUDUSD-OTC,1782071040,call,continuacion alcista simple,14,WIN,0.697755,0.697875
AUDUSD-OTC,1782071100,call,continuacion alcista simple,14,WIN,0.697875,0.697905
AUDUSD-OTC,1782071220,put,continuacion bajista simple,14,LOSS,0.697815,0.698015
AUDUSD-OTC,1782071280,call,continuacion alcista simple,14,LOSS,0.698015,0.697775
AUDUSD-OTC,1782071340,put,continuacion bajista simple,14,WIN,0.697775,0.697595
AUDUSD-OTC,1782071400,put,continuacion bajista simple,14,LOSS,0.697595,0.697715
AUDUSD-OTC,1782071460,call,continuacion alcista simple,14,LOSS,0.697715,0.697675
AUDUSD-OTC,1782071520,put,reaccion vendedora simple,18,LOSS,0.697675,0.697745
AUDUSD-OTC,1782071580,call,reaccion compradora simple,18,WIN,0.697745,0.697765
AUDUSD-OTC,1782071700,call,continuacion alcista simple,14,WIN,0.697905,0.697985
AUDUSD-OTC,1782071760,call,continuacion alcista simple,14,WIN,0.697985,0.698335
AUDUSD-OTC,1782071820,call,continuacion alcista simple,14,WIN,0.698335,0.698585
AUDUSD-OTC,1782071880,call,continuacion alcista simple,14,WIN,0.698585,0.698745
AUDUSD-OTC,1782071940,call,continuacion alcista simple,14,LOSS,0.698745,0.698615
AUDUSD-OTC,1782072000,put,continuacion bajista simple,14,LOSS,0.698615,0.698665
AUDUSD-OTC,1782072060,call,reaccion compradora simple,18,LOSS,0.698665,0.698375
AUDUSD-OTC,1782072120,put,continuacion bajista simple,14,WIN,0.698375,0.698355
AUDUSD-OTC,1782072180,put,reaccion vendedora simple,18,LOSS,0.698355,0.698615
AUDUSD-OTC,1782072240,call,continuacion alcista simple,14,LOSS,0.698615,0.698505
AUDUSD-OTC,1782072300,put,continuacion bajista simple,14,WIN,0.698505,0.698435
AUDUSD-OTC,1782072360,put,reaccion vendedora simple,18,WIN,0.698435,0.698305
AUDUSD-OTC,1782072420,put,continuacion bajista simple,14,LOSS,0.698305,0.698305
AUDUSD-OTC,1782072540,call,continuacion alcista simple,14,WIN,0.698365,0.698415
AUDUSD-OTC,1782072600,call,reaccion compradora simple,18,WIN,0.698415,0.698605
AUDUSD-OTC,1782072660,call,continuacion alcista simple,14,WIN,0.698605,0.698705
AUDUSD-OTC,1782072720,call,continuacion alcista simple,14,LOSS,0.698705,0.698695
AUDUSD-OTC,1782072960,call,continuacion alcista simple,14,LOSS,0.698965,0.698565
AUDUSD-OTC,1782073020,put,continuacion bajista simple,14,LOSS,0.698565,0.698665
AUDUSD-OTC,1782073080,call,continuacion alcista simple,14,LOSS,0.698665,0.698145
AUDUSD-OTC,1782073140,put,continuacion bajista simple,14,LOSS,0.698145,0.698165
AUDUSD-OTC,1782073200,call,reaccion compradora simple,18,LOSS,0.698165,0.698065
AUDUSD-OTC,1782073320,put,continuacion bajista simple,14,LOSS,0.697765,0.698055
AUDUSD-OTC,1782073380,call,continuacion alcista simple,14,LOSS,0.698055,0.698045
AUDUSD-OTC,1782073500,put,continuacion bajista simple,14,LOSS,0.697935,0.698235
AUDUSD-OTC,1782073560,call,continuacion alcista simple,14,LOSS,0.698235,0.698035
AUDUSD-OTC,1782073620,put,continuacion bajista simple,14,WIN,0.698035,0.698005
AUDUSD-OTC,1782073740,call,continuacion alcista simple,14,WIN,0.698225,0.698545
AUDUSD-OTC,1782073800,call,continuacion alcista simple,14,WIN,0.698545,0.698665
AUDUSD-OTC,1782073860,call,continuacion alcista simple,14,WIN,0.698665,0.698685
AUDUSD-OTC,1782074040,call,continuacion alcista simple,14,WIN,0.698905,0.699125
AUDUSD-OTC,1782074100,call,continuacion alcista simple,14,LOSS,0.699125,0.698955
AUDUSD-OTC,1782074160,put,continuacion bajista simple,14,LOSS,0.698955,0.699115
AUDUSD-OTC,1782074220,call,continuacion alcista simple,14,WIN,0.699115,0.699175
AUDUSD-OTC,1782074280,call,reaccion compradora simple,18,LOSS,0.699175,0.698915
AUDUSD-OTC,1782074340,put,continuacion bajista simple,14,WIN,0.698915,0.698865
AUDUSD-OTC,1782074400,put,continuacion bajista simple,14,LOSS,0.698865,0.698885
AUDUSD-OTC,1782074640,put,reaccion vendedora simple,18,WIN,0.698855,0.698705
AUDUSD-OTC,1782074700,put,continuacion bajista simple,14,WIN,0.698705,0.698615
AUDUSD-OTC,1782074760,put,continuacion bajista simple,14,LOSS,0.698615,0.698615
AUDUSD-OTC,1782074880,call,continuacion alcista simple,14,LOSS,0.698995,0.698975
AUDUSD-OTC,1782075000,call,continuacion alcista simple,14,WIN,0.699205,0.699335
AUDUSD-OTC,1782075060,call,continuacion alcista simple,14,LOSS,0.699335,0.699115
AUDUSD-OTC,1782075120,put,continuacion bajista simple,14,LOSS,0.699115,0.699445
AUDUSD-OTC,1782075180,call,continuacion alcista simple,14,LOSS,0.699445,0.699105
AUDUSD-OTC,1782075240,put,continuacion bajista simple,14,LOSS,0.699105,0.699105
AUDUSD-OTC,1782075360,call,continuacion alcista simple,14,LOSS,0.699485,0.699355
AUDUSD-OTC,1782075420,put,continuacion bajista simple,14,WIN,0.699355,0.699315
AUDUSD-OTC,1782075480,put,continuacion bajista simple,14,WIN,0.699315,0.699255
AUDUSD-OTC,1782075540,put,reaccion vendedora simple,18,LOSS,0.699255,0.699605
AUDUSD-OTC,1782075600,call,continuacion alcista simple,14,WIN,0.699605,0.699715
AUDUSD-OTC,1782075660,call,continuacion alcista simple,14,LOSS,0.699715,0.699565
AUDUSD-OTC,1782075720,put,reaccion vendedora simple,18,LOSS,0.699565,0.699685
AUDUSD-OTC,1782075780,call,continuacion alcista simple,14,WIN,0.699685,0.699835
AUDUSD-OTC,1782075840,call,continuacion alcista simple,14,LOSS,0.699835,0.699715
AUDUSD-OTC,1782075900,put,continuacion bajista simple,14,WIN,0.699715,0.699485
AUDUSD-OTC,1782075960,put,continuacion bajista simple,14,LOSS,0.699485,0.699635
AUDUSD-OTC,1782076020,call,continuacion alcista simple,14,LOSS,0.699635,0.699505
AUDUSD-OTC,1782076080,put,continuacion bajista simple,14,WIN,0.699505,0.699165
AUDUSD-OTC,1782076140,put,continuacion bajista simple,14,LOSS,0.699165,0.699285
AUDUSD-OTC,1782076200,call,continuacion alcista simple,14,LOSS,0.699285,0.699275
AUDUSD-OTC,1782076320,call,continuacion alcista simple,14,WIN,0.699345,0.699395
AUDUSD-OTC,1782076380,call,reaccion compradora simple,18,WIN,0.699395,0.699635
AUDUSD-OTC,1782076440,call,continuacion alcista simple,14,LOSS,0.699635,0.699505
AUDUSD-OTC,1782076500,put,continuacion bajista simple,14,WIN,0.699505,0.699355
AUDUSD-OTC,1782076560,put,continuacion bajista simple,14,LOSS,0.699355,0.699465
AUDUSD-OTC,1782076620,call,continuacion alcista simple,14,LOSS,0.699465,0.699365
AUDUSD-OTC,1782076680,put,continuacion bajista simple,14,WIN,0.699365,0.699335
AUDUSD-OTC,1782076800,put,continuacion bajista simple,14,WIN,0.699195,0.698965
AUDUSD-OTC,1782076860,put,continuacion bajista simple,14,LOSS,0.698965,0.699355
AUDUSD-OTC,1782076920,call,continuacion alcista simple,14,LOSS,0.699355,0.699355
AUDUSD-OTC,1782077100,call,continuacion alcista simple,14,WIN,0.699415,0.699525
AUDUSD-OTC,1782077160,call,continuacion alcista simple,14,LOSS,0.699525,0.699525
AUDUSD-OTC,1782077280,call,continuacion alcista simple,14,LOSS,0.699665,0.699385
AUDUSD-OTC,1782077340,put,continuacion bajista simple,14,WIN,0.699385,0.699305
AUDUSD-OTC,1782077400,put,continuacion bajista simple,14,WIN,0.699305,0.699075
AUDUSD-OTC,1782077460,put,continuacion bajista simple,14,WIN,0.699075,0.698725
AUDUSD-OTC,1782077520,put,continuacion bajista simple,14,LOSS,0.698725,0.698965
AUDUSD-OTC,1782077580,call,continuacion alcista simple,14,WIN,0.698965,0.699105
AUDUSD-OTC,1782077640,call,continuacion alcista simple,14,WIN,0.699105,0.699115
AUDUSD-OTC,1782077760,put,continuacion bajista simple,14,LOSS,0.698975,0.699115
AUDUSD-OTC,1782077820,call,continuacion alcista simple,14,LOSS,0.699115,0.698735
AUDUSD-OTC,1782077880,put,continuacion bajista simple,14,LOSS,0.698735,0.698755
AUDUSD-OTC,1782077940,call,reaccion compradora simple,18,WIN,0.698755,0.698995
AUDUSD-OTC,1782078000,call,continuacion alcista simple,14,LOSS,0.698995,0.698815
AUDUSD-OTC,1782078060,put,continuacion bajista simple,14,LOSS,0.698815,0.698995
AUDUSD-OTC,1782078120,call,continuacion alcista simple,14,WIN,0.698995,0.699015
AUDUSD-OTC,1782078240,call,reaccion compradora simple,18,LOSS,0.699085,0.699045
AUDUSD-OTC,1782078300,put,continuacion bajista simple,14,LOSS,0.699045,0.699055
AUDUSD-OTC,1782078420,put,continuacion bajista simple,14,WIN,0.698935,0.698745
AUDUSD-OTC,1782078480,put,continuacion bajista simple,14,LOSS,0.698745,0.698815
AUDUSD-OTC,1782078540,call,continuacion alcista simple,14,WIN,0.698815,0.698995
AUDUSD-OTC,1782078600,call,continuacion alcista simple,14,LOSS,0.698995,0.698865
AUDUSD-OTC,1782078660,put,continuacion bajista simple,14,WIN,0.698865,0.698845
AUDUSD-OTC,1782078780,call,continuacion alcista simple,14,LOSS,0.698935,0.698775
AUDUSD-OTC,1782078840,put,continuacion bajista simple,14,WIN,0.698775,0.698715
AUDUSD-OTC,1782078900,put,continuacion bajista simple,14,LOSS,0.698715,0.698895
AUDUSD-OTC,1782078960,call,continuacion alcista simple,14,WIN,0.698895,0.698915
AUDUSD-OTC,1782079080,call,continuacion alcista simple,14,LOSS,0.699005,0.698975
AUDUSD-OTC,1782079200,call,continuacion alcista simple,14,LOSS,0.699305,0.698995
AUDUSD-OTC,1782079260,put,continuacion bajista simple,14,LOSS,0.698995,0.699395
AUDUSD-OTC,1782079320,call,continuacion alcista simple,14,LOSS,0.699395,0.699175
AUDUSD-OTC,1782079380,put,continuacion bajista simple,14,WIN,0.699175,0.699155
AUDUSD-OTC,1782079500,put,continuacion bajista simple,14,WIN,0.699035,0.698895
AUDUSD-OTC,1782079560,put,continuacion bajista simple,14,LOSS,0.698895,0.698945
AUDUSD-OTC,1782079620,call,reaccion compradora simple,18,LOSS,0.698945,0.698835
AUDUSD-OTC,1782079680,put,continuacion bajista simple,14,WIN,0.698835,0.698675
AUDUSD-OTC,1782079740,put,continuacion bajista simple,14,WIN,0.698675,0.698585
AUDUSD-OTC,1782079800,put,continuacion bajista simple,14,WIN,0.698585,0.698515
AUDUSD-OTC,1782079860,put,continuacion bajista simple,14,LOSS,0.698515,0.698585
AUDUSD-OTC,1782079920,call,continuacion alcista simple,14,WIN,0.698585,0.698715
AUDUSD-OTC,1782079980,call,continuacion alcista simple,14,LOSS,0.698715,0.698485
AUDUSD-OTC,1782080040,put,continuacion bajista simple,14,WIN,0.698485,0.698455
AUDUSD-OTC,1782080160,put,continuacion bajista simple,14,WIN,0.698285,0.698195
AUDUSD-OTC,1782080220,put,reaccion vendedora simple,18,WIN,0.698195,0.697965
AUDUSD-OTC,1782080280,put,continuacion bajista simple,14,LOSS,0.697965,0.698075
AUDUSD-OTC,1782080340,call,continuacion alcista simple,14,LOSS,0.698075,0.697685
AUDUSD-OTC,1782080400,put,continuacion bajista simple,14,LOSS,0.697685,0.697835
AUDUSD-OTC,1782080460,call,continuacion alcista simple,14,LOSS,0.697835,0.697635
AUDUSD-OTC,1782080520,put,continuacion bajista simple,14,WIN,0.697635,0.697365
AUDUSD-OTC,1782080580,put,continuacion bajista simple,14,WIN,0.697365,0.697065
AUDUSD-OTC,1782080640,put,continuacion bajista simple,14,LOSS,0.697065,0.697065
AUDUSD-OTC,1782080760,put,continuacion bajista simple,14,WIN,0.697005,0.696735
AUDUSD-OTC,1782080820,put,continuacion bajista simple,14,WIN,0.696735,0.696665
AUDUSD-OTC,1782080880,put,continuacion bajista simple,14,LOSS,0.696665,0.696955
AUDUSD-OTC,1782080940,call,continuacion alcista simple,14,WIN,0.696955,0.697055
AUDUSD-OTC,1782081000,call,continuacion alcista simple,14,WIN,0.697055,0.697095
AUDUSD-OTC,1782081060,call,reaccion compradora simple,18,WIN,0.697095,0.697275
AUDUSD-OTC,1782081120,call,continuacion alcista simple,14,WIN,0.697275,0.697285
AUDUSD-OTC,1782081240,call,continuacion alcista simple,14,LOSS,0.697455,0.697295
AUDUSD-OTC,1782081300,put,continuacion bajista simple,14,LOSS,0.697295,0.697655
AUDUSD-OTC,1782081360,call,continuacion alcista simple,14,WIN,0.697655,0.698005
AUDUSD-OTC,1782081420,call,continuacion alcista simple,14,LOSS,0.698005,0.697735
AUDUSD-OTC,1782081480,put,continuacion bajista simple,14,WIN,0.697735,0.697625
AUDUSD-OTC,1782081540,put,continuacion bajista simple,14,WIN,0.697625,0.697455
AUDUSD-OTC,1782081600,put,continuacion bajista simple,14,WIN,0.697455,0.697075
